text,target,category,polarity
Kahvaltisi bol cesitli doyurucu hatta genelde biteremiyosunuz fiyati biraz daha uygun olabilirdi calisanlar guler yuzlu ama bulundugu alan ve masalar daha genis olsa daha rahat oturup keyifle kahvaltimizi edebiliriz,fiyati,FOOD#PRICES,negative
"Merkezi konumu ve geniş menüsü nedeniyle Kadıköy'de çok tercih edilen, çoğu zaman dışarıda yer bile bulamayacağınız mekan.",konumu,LOCATION#GENERAL,positive
"Merkezi konumu ve geniş menüsü nedeniyle Kadıköy'de çok tercih edilen, çoğu zaman dışarıda yer bile bulamayacağınız mekan.",menüsü,FOOD#STYLE_OPTIONS,positive
Fakat son iki gidişimde çok pahalanmış buldum.,pahalanmış,RESTAURANT#PRICES,negative
"Yemeklerde bugüne dek bir sıkıntıya rastlamadım, ama çok lezzetli yapıyorlar diyebileceğim bir tek cajun tavuk var.",cajun tavuk,FOOD#QUALITY,positive
"Yemeklerde bugüne dek bir sıkıntıya rastlamadım, ama çok lezzetli yapıyorlar diyebileceğim bir tek cajun tavuk var.",Yemeklerde,FOOD#QUALITY,neutral
Şimdilerde gözümde ancak ortalama bir mekan yani.,mekan,RESTAURANT#GENERAL,neutral
Tuzla balıkçısının köklü müşterisiyimdir.,Tuzla balıkçısının,RESTAURANT#GENERAL,positive
İlk açıldığı günden bu gününe gelir giderim.,,RESTAURANT#GENERAL,positive
Fiyatları gayet uygun olan yer bulmanın bir o kadar zor olduğu şirin bir dükkandan buralara kadar kısa bir sürede gelmiş bir mekanımızdır.,dükkandan,AMBIENCE#GENERAL,positive
Fiyatları gayet uygun olan yer bulmanın bir o kadar zor olduğu şirin bir dükkandan buralara kadar kısa bir sürede gelmiş bir mekanımızdır.,Fiyatları,RESTAURANT#PRICES,positive
Ama maalesef eski lezzet mi?,lezzet,FOOD#QUALITY,negative
Mekan ne kadar çok büyüdüyse kalite o kadar düştü.,kalite,RESTAURANT#GENERAL,negative
Ah be Sezgin Abi eski lezzetine hasretiz,lezzetine,FOOD#QUALITY,negative
beşiktaşa otobüsle zincirlikuyudan geldiğinizde gözünüze direk çarpan bir mekan.,mekan,LOCATION#GENERAL,positive
pideleri iyi hizmetide bence üst kat terası çok daha iyi bütük kalabalık gözünüzün önünden akıyor resmen hemen yanındaki ağaç ilede farklı bir hava katıyor,hizmetide,SERVICE#GENERAL,positive
pideleri iyi hizmetide bence üst kat terası çok daha iyi bütük kalabalık gözünüzün önünden akıyor resmen hemen yanındaki ağaç ilede farklı bir hava katıyor,pideleri,FOOD#QUALITY,positive
pideleri iyi hizmetide bence üst kat terası çok daha iyi bütük kalabalık gözünüzün önünden akıyor resmen hemen yanındaki ağaç ilede farklı bir hava katıyor,üst kat terası,AMBIENCE#GENERAL,positive
Bahariyede gezerken yemek yemek icin buraya gelebilirsiniz mekan guzel sik menu de cesitli gayet.,mekan,AMBIENCE#GENERAL,positive
Bahariyede gezerken yemek yemek icin buraya gelebilirsiniz mekan guzel sik menu de cesitli gayet.,menu,FOOD#STYLE_OPTIONS,positive
Fiyatlar da cok pahali degil ortalama duruyordu,Fiyatlar,RESTAURANT#PRICES,neutral
Cookshop diyince aklima ilk gelen Magnolia oluyor.,Magnolia,FOOD#QUALITY,positive
Buraya gelipte bu tatliyi denemeden gitmeyin.,tatliyi,FOOD#QUALITY,positive
"Makarnalardan patlicanli,zeytinli penne guzel.","patlicanli,zeytinli penne",FOOD#QUALITY,positive
Arkadasim lasagne yedi ama pek begenmedi.,lasagne,FOOD#QUALITY,negative
Servisin gelistirilmesi gerek siparis almaya gec geliyorlar.,Servisin,SERVICE#GENERAL,negative
Servisin gelistirilmesi gerek siparis almaya gec geliyorlar.,siparis almaya gec geliyorlar,SERVICE#GENERAL,negative
Sadece adi num num - Hem Gmall hem Kanyon denedim ama olmadi.,num num,RESTAURANT#GENERAL,negative
"Yemekler basarisiz, menü zengin, servis de basarili ama ilk açildigindaki lezzet kalitesini bozdu.",Yemekler,FOOD#QUALITY,negative
"Yemekler basarisiz, menü zengin, servis de basarili ama ilk açildigindaki lezzet kalitesini bozdu.",menü,FOOD#STYLE_OPTIONS,positive
"Yemekler basarisiz, menü zengin, servis de basarili ama ilk açildigindaki lezzet kalitesini bozdu.",servis,SERVICE#GENERAL,positive
Kurufasulye ve Sütlaç - Sürekli gittigim yerlerden biri.,Kurufasulye ve Sütlaç,FOOD#QUALITY,positive
"Tereyagini da manzarayla karistirinca, yeme de yaninda yat...",Tereyagini,FOOD#QUALITY,positive
"Tereyagini da manzarayla karistirinca, yeme de yaninda yat...",manzarayla,AMBIENCE#GENERAL,positive
Bir de üzerine bolca findik dökülmüs firin sütlaci yedin mi daha ne olsun.,firin sütlaci,FOOD#QUALITY,positive
Ideal...,,RESTAURANT#GENERAL,positive
- Tuzla sahilinde kafede oturup bir seyler içmek için ideal bir yer.,yer,LOCATION#GENERAL,positive
Künefesi düsündügümden güzelmis.,Künefesi,FOOD#QUALITY,positive
Bir Hatay künefesiyle kiyaslamasam tabi ki ama lezzetliydi.,künefesiyle,FOOD#QUALITY,positive
"Çayi, sahlepi, künefesi ve dondurmasi önerilebilir.",sahlepi,DRINKS#QUALITY,positive
"Çayi, sahlepi, künefesi ve dondurmasi önerilebilir.",Çayi,DRINKS#QUALITY,positive
"Çayi, sahlepi, künefesi ve dondurmasi önerilebilir.",künefesi ve dondurmasi,FOOD#QUALITY,positive
Limonatasi ev yapimi deniyor hatta içinde nane yapragi vs. düz limonata gelince sorduk nane yapragini su anda yok dediler.,nane yapragi,DRINKS#STYLE_OPTIONS,negative
Biz sormadan getirdigimizde bilgilendirmesi lazimdi.,bilgilendirmesi,SERVICE#GENERAL,negative
Yine de Tuzla'da ugrak olunabilecek bir mekan.,mekan,RESTAURANT#GENERAL,positive
"Mis gibi Uskudar ;) - Dilruba'ya çikis yolu zorlu, yorucu olsa da nargilesi için gidilmeye deger.",nargilesi,DRINKS#QUALITY,positive
"Mis gibi Uskudar ;) - Dilruba'ya çikis yolu zorlu, yorucu olsa da nargilesi için gidilmeye deger.",çikis yolu,LOCATION#GENERAL,negative
Hele kebaplari enfes.,kebaplari,FOOD#QUALITY,positive
Sabahlari ise 100 çesit kahvaltisiyla essiz manzara birlesince insani rahatlatmaya yetiyor.,manzara,AMBIENCE#GENERAL,positive
Sabahlari ise 100 çesit kahvaltisiyla essiz manzara birlesince insani rahatlatmaya yetiyor.,kahvaltisiyla,FOOD#STYLE_OPTIONS,positive
"Görülmesi gereken, kaliteli bir yer;)",yer,RESTAURANT#GENERAL,positive
Dün ailece essiz lezzetleri tatdigimiz Mabeyn deydik.,lezzetleri,FOOD#QUALITY,positive
Tatlilar muhtesemdi.,Tatlilar,FOOD#QUALITY,positive
Hesap gelene kadar tadimizda çok iyiydi.,Hesap,RESTAURANT#PRICES,negative
342 TL çok fazla.,342 TL,RESTAURANT#PRICES,negative
Içki servisi kaldirilmis olmasi garibime gitti açikcasi.,Içki servisi,DRINKS#STYLE_OPTIONS,negative
Degisik pide türleri caniniz çekiyorsa denenebilir.,pide türleri,FOOD#STYLE_OPTIONS,positive
eh iste.,,RESTAURANT#GENERAL,neutral
ama çok pide yemeyenler için güzel diyebilirim.,pide,FOOD#QUALITY,positive
çorbasi soguk geldi.,çorbasi,FOOD#QUALITY,negative
Tadi pek yoktu.,Tadi,FOOD#QUALITY,negative
suflesi normal.,suflesi,FOOD#QUALITY,neutral
Besiktas ta merkezi yerde.,yerde,LOCATION#GENERAL,positive
Fakat yemekleri baya standart hatta bazıları bi hayli kotu...,yemekleri,FOOD#QUALITY,negative
Tavsiye edebileceğim tek şeyi dondurması olur sanırım.,dondurması,FOOD#QUALITY,positive
Geniş çay menüsü ve bence alelade demlenen çaylar.,demlenen,DRINKS#STYLE_OPTIONS,negative
Geniş çay menüsü ve bence alelade demlenen çaylar.,çay menüsü,DRINKS#STYLE_OPTIONS,positive
Kaliteli olabilirler ama ne gramına ne demleme süresine ne de sıcaklığa dikkat edildiğini sanmıyorum.,,DRINKS#QUALITY,positive
Kaliteli olabilirler ama ne gramına ne demleme süresine ne de sıcaklığa dikkat edildiğini sanmıyorum.,demleme süresine,DRINKS#STYLE_OPTIONS,negative
Bir paket çay alabildiğim ücrete daha iyi bir şey beklerdim.,ücrete,DRINKS#PRICES,negative
Bir paket çay alabildiğim ücrete daha iyi bir şey beklerdim.,,DRINKS#QUALITY,negative
Tatlıları için gelinebilir.,Tatlıları,FOOD#QUALITY,positive
"Miss Pizza ""çok iyi"" olmasa da İstanbul'da en iyiler arasında sayılabilir.",Miss Pizza,FOOD#QUALITY,positive
"Dışarıda yer vermiyorlar, içerisi boşken yerimiz yok diyorlar, Öğlen 12'den biraz önce gidince daha açılmadık diyorlar vb...",diyorlar,SERVICE#GENERAL,negative
Yemeği fena olmasa servisi nedeniyle hayatta uğramayacağım yer.,Yemeği,FOOD#QUALITY,neutral
Yemeği fena olmasa servisi nedeniyle hayatta uğramayacağım yer.,yer,RESTAURANT#GENERAL,negative
Yemeği fena olmasa servisi nedeniyle hayatta uğramayacağım yer.,servisi,SERVICE#GENERAL,negative
İyi bir kaliteye böyle bir hizmet hiç yakışmıyor.,kaliteye,FOOD#QUALITY,positive
İyi bir kaliteye böyle bir hizmet hiç yakışmıyor.,hizmet,SERVICE#GENERAL,negative
Kullanılan malzemeler çok iyi değil ancak ortalamanın üstü ve hamuru gayet iyi yapıyorlar.,hamuru,FOOD#QUALITY,positive
Kullanılan malzemeler çok iyi değil ancak ortalamanın üstü ve hamuru gayet iyi yapıyorlar.,malzemeler,FOOD#QUALITY,neutral
Pizzaları gayet doyurucu ve çeşitli.,Pizzaları,FOOD#STYLE_OPTIONS,positive
Değişik tatları tatmak isteyenler için iyi bir alternatif.,tatları,FOOD#STYLE_OPTIONS,positive
Özellikle kabaklı pizzası gayet başarılı.,kabaklı pizzası,FOOD#QUALITY,positive
Servis konusunda ise ciddi sıkıntıları olduğunu düşündüğüm bir yer.,Servis,SERVICE#GENERAL,negative
Her seferinde mutlaka bir problemle karşılaşıyoruz.,,RESTAURANT#GENERAL,negative
Çalışanlar gerçekten burnundan kıl aldırmıyor.,Çalışanlar,SERVICE#GENERAL,negative
Çok defa geri dönmüşlüğüm de vardır.,,RESTAURANT#GENERAL,negative
Manzara konum çok çok güzel.,konum,LOCATION#GENERAL,positive
Manzara konum çok çok güzel.,Manzara,AMBIENCE#GENERAL,positive
Boğazda balık için İstanbul'daki belli başlı yerlerden olmasına rağmen böyle bir manzara için lezzet biraz daha arttiralabilinir diye düşünüyorum.,manzara,AMBIENCE#GENERAL,positive
Boğazda balık için İstanbul'daki belli başlı yerlerden olmasına rağmen böyle bir manzara için lezzet biraz daha arttiralabilinir diye düşünüyorum.,lezzet,FOOD#QUALITY,negative
"Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil.",konum,LOCATION#GENERAL,positive
"Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil.",ambians,AMBIENCE#GENERAL,positive
"Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil.",Fiyatlar,RESTAURANT#PRICES,neutral
Boğazda balıklı romantik akşam yemeği için ...,romantik akşam yemeği,AMBIENCE#GENERAL,positive
Once kirk saat istegimiz soslari bekledik cunku tum soslar baskalari tarafindan kullaniliyordu.,soslari,SERVICE#GENERAL,negative
Sorum su ki alti ustu bir mayonez ne kadar bulunmasi zor olabilir ya da maliyeti nedir ki bu kadar az alinir?,mayonez,FOOD#STYLE_OPTIONS,negative
Yemege gelince ise tatsiz tutsuz bir yemekti begenmedik.,Yemege,FOOD#QUALITY,negative
Yemek bitince hadi kalkin tavirlarina girildi.,tavirlarina,SERVICE#GENERAL,negative
Ozetle uzatmadan musteriye yoluncak kaz gozuyle bakilmaktadir.,musteriye,SERVICE#GENERAL,negative
Bendemi var bir hoşnutsuzluk anlamadım.,,RESTAURANT#GENERAL,negative
"Bereketli bir mekan hafta içi,cumartesi kuyruk kapıda.",mekan,RESTAURANT#GENERAL,positive
Lakin bir kez soğuk gelen çorbayı garsona söylediğimde hiç oralı olmadı.,garsona,SERVICE#GENERAL,negative
anlaşılan müessesede bir doymuşluk var.,müessesede,RESTAURANT#GENERAL,neutral
Bence orada en leziz olan lavaş.,lavaş,FOOD#QUALITY,positive
lavaş yediriyor gibi.,yediriyor,FOOD#QUALITY,negative
lavaş yediriyor gibi.,lavaş,FOOD#QUALITY,positive
Döneri çok beni sarmadı.,Döneri,FOOD#QUALITY,negative
En önemli özelliği olan döneri hariç geri kalan her şey iyiydi.,döneri,FOOD#QUALITY,negative
En önemli özelliği olan döneri hariç geri kalan her şey iyiydi.,her şey,RESTAURANT#GENERAL,positive
"Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi.",garsonların ilgisi,SERVICE#GENERAL,positive
"Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi.",ikramlar,SERVICE#GENERAL,positive
"Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi.",servis hızı,SERVICE#GENERAL,positive
Ama döneri methedildiği kadar değilmiş.,döneri,FOOD#QUALITY,negative
"Manzarası süper, zaten süper olan başka birşeyde yok.",,RESTAURANT#GENERAL,negative
"Manzarası süper, zaten süper olan başka birşeyde yok.",Manzarası,AMBIENCE#GENERAL,positive
Diğer lezzetlerin tamamı standart.,lezzetlerin,FOOD#QUALITY,neutral
Bu lezzetlere göre uygılanan fiyatlarda pahalı bence.,fiyatlarda,FOOD#PRICES,negative
Manzara parası eklenmiş yiyeceklerin üzerine,Manzara parası,FOOD#PRICES,negative
"Tünel'de ev yemeği yemek için güzel bir alternatif ve lezzetli olsa da rahatlık açısından bana iyi bir hissiyat vermemişti, hemen yemek yiyip kalkmalık mekanlardan çünkü masa sayısı çok az ve masanı yüksek ihtimalle başkalarıyla paylaşıyorsun.",rahatlık,AMBIENCE#GENERAL,negative
"Tünel'de ev yemeği yemek için güzel bir alternatif ve lezzetli olsa da rahatlık açısından bana iyi bir hissiyat vermemişti, hemen yemek yiyip kalkmalık mekanlardan çünkü masa sayısı çok az ve masanı yüksek ihtimalle başkalarıyla paylaşıyorsun.",ev yemeği,FOOD#QUALITY,positive
Yine de ayda yılda bir gidilebilir.,,RESTAURANT#GENERAL,neutral
Zeytinyagli yemekleri cok basarili ve her yerde olan klasik yemekler yerine farkli tatlar var.,tatlar,FOOD#STYLE_OPTIONS,positive
Zeytinyagli yemekleri cok basarili ve her yerde olan klasik yemekler yerine farkli tatlar var.,Zeytinyagli yemekleri,FOOD#QUALITY,positive
Oldukca da bol kepceden hizmet veriyorlar ve 5cesit zeytinyagli icin 13-14tl oduyorsunuz.,13-14tl,FOOD#PRICES,positive
Oldukca da bol kepceden hizmet veriyorlar ve 5cesit zeytinyagli icin 13-14tl oduyorsunuz.,,FOOD#STYLE_OPTIONS,positive
"ogle yemeklerinde hele de yazin favori yerlerimden,ama maalesef ufak bir mekan oldugu icin yer bulmak zor olabiliyor ama birazcik beklerseniz imkansiz degil",ogle yemeklerinde,FOOD#QUALITY,positive
"ogle yemeklerinde hele de yazin favori yerlerimden,ama maalesef ufak bir mekan oldugu icin yer bulmak zor olabiliyor ama birazcik beklerseniz imkansiz degil",yer bulmak,SERVICE#GENERAL,negative
Manzarası süper.,Manzarası,AMBIENCE#GENERAL,positive
Gerçekten çok güzel bir konumda yer alıyor.,konumda,LOCATION#GENERAL,positive
Servisi hızlı.,Servisi,SERVICE#GENERAL,positive
Ne zaman gitsek güler yüzle ayrılıyoruz.,,RESTAURANT#GENERAL,positive
Köfteleri de lezzetli.,Köfteleri,FOOD#QUALITY,positive
Taksimin kalabalik dar sokaklarindan kucucuk bir kapidan girip ulastiginiz yemyesil bir bahce adeta kucuk bir supriz :,bahce,AMBIENCE#GENERAL,positive
) biz burayi cok sevdik cok romantik cok tatli.,,AMBIENCE#GENERAL,positive
) biz burayi cok sevdik cok romantik cok tatli.,burayi,RESTAURANT#GENERAL,positive
Tek kusuru masalar biraz yakin birbirine.,masalar,AMBIENCE#GENERAL,negative
Kirmizi limonata ve limon vitamin tercih ettik ve ikisine de bayildik.,Kirmizi limonata,DRINKS#QUALITY,positive
Kirmizi limonata ve limon vitamin tercih ettik ve ikisine de bayildik.,limon vitamin,DRINKS#QUALITY,positive
Mutlaka gelin gorun.,,RESTAURANT#GENERAL,positive
Manzarasi mukkemmel denize sifir olmasi sebebiyle.,Manzarasi,AMBIENCE#GENERAL,positive
Bahcesi huzurlu.,Bahcesi,AMBIENCE#GENERAL,positive
İcerisi icin ayni seyi soyleyemiycm temiz bulmuyorum.,İcerisi,AMBIENCE#GENERAL,negative
Self servis olayi sıkıcı.,Self servis,SERVICE#GENERAL,negative
Bir yandan iyi pesinizde dolanan garsonlar yok.,garsonlar,SERVICE#GENERAL,positive
Girip hava almak icin oturabilceginiz br yer.,yer,AMBIENCE#GENERAL,positive
"Çok kalabalık olduğundan pek sohbete uygun değil, ancak mekan gayet güzel, iç kısım çok güzel kokuyor.",kokuyor,AMBIENCE#GENERAL,positive
"Çok kalabalık olduğundan pek sohbete uygun değil, ancak mekan gayet güzel, iç kısım çok güzel kokuyor.",mekan,AMBIENCE#GENERAL,positive
Ama kalabalık ve gürültüden dolayı çok fazla duramadık.,,AMBIENCE#GENERAL,negative
Eski performansini ariyoruz - Baslarda müptelasi oldugum ama son zamanlarda kalitesi oldukça düsen bir mekan.,mekan,RESTAURANT#GENERAL,negative
Ilk kez yiyen için mükemmel ama ilk açildigindaki lezzeti kaybetti.,,FOOD#QUALITY,positive
Ilk kez yiyen için mükemmel ama ilk açildigindaki lezzeti kaybetti.,lezzeti,FOOD#QUALITY,negative
En iyi konumlu ögretmenevi!,konumlu,LOCATION#GENERAL,positive
"- Anadolu Hisari'nin hemen yanindaki Sabanci Ögretmenevi, herkesin kullanimina açik olan bir tesis.",tesis,RESTAURANT#GENERAL,neutral
"Toplamda 4 salon ve bir kafeteryadan olusan tesiste uygun fiyat hizmet almak ve 4 ayri salonda dügün, nisan, okul yemegi, toplanti gibi organizasyonlar gerçeklestirmek mümkün.",fiyat,RESTAURANT#PRICES,positive
Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!,,AMBIENCE#GENERAL,positive
Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!,self servis,SERVICE#GENERAL,negative
"Tamam yemekler guzel de, pilav da kurufasulye de soguk!",pilav da kurufasulye de,FOOD#STYLE_OPTIONS,negative
"Tamam yemekler guzel de, pilav da kurufasulye de soguk!",yemekler,FOOD#QUALITY,positive
"Cok kalabalik oldugu icin servis de aksiyor tabii, calisanlar bikkin.",servis,SERVICE#GENERAL,negative
"Bir kere gittim, bir daha gitmem.",,RESTAURANT#GENERAL,negative
Hani sizi keyifli sohbet ortamlari ile bütünlestiren ve ardindan damakta biraktigi Lezzet ile müdavimi yapan yerler vardir!,sohbet ortamlari,AMBIENCE#GENERAL,positive
Hani sizi keyifli sohbet ortamlari ile bütünlestiren ve ardindan damakta biraktigi Lezzet ile müdavimi yapan yerler vardir!,Lezzet,FOOD#QUALITY,positive
Pazar kahvaltilari benim Için mabeyin'dir.,Pazar kahvaltilari,FOOD#QUALITY,positive
Namini duyup gittigim yerlerden ama mezeler gelince ortada nam falan kalmadi malesef.,mezeler,FOOD#QUALITY,negative
Ayrica sacma sapan hesapta gelip sonrasinda bahsisle calisan valenin para diye tutturmasida cabasi.,valenin,SERVICE#GENERAL,negative
Ayrica sacma sapan hesapta gelip sonrasinda bahsisle calisan valenin para diye tutturmasida cabasi.,hesapta,RESTAURANT#PRICES,negative
Begenmedim malesef.,,RESTAURANT#GENERAL,negative
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü.",yemeği,FOOD#QUALITY,negative
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü.",servis,SERVICE#GENERAL,negative
Menünün hiç bir özelliği yok.,Menünün,FOOD#STYLE_OPTIONS,negative
"Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",müşteri,RESTAURANT#PRICES,negative
"Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",yerlerden,RESTAURANT#GENERAL,negative
"Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",kafe yemekleriyle,FOOD#STYLE_OPTIONS,negative
Hisarüstüne çok yakışan bir bar olmuş iç dizaynını çok güzel yapmışlar ama kış aylarında biraz soğuk olma problemi var :,iç dizaynını,AMBIENCE#GENERAL,positive
Hisarüstüne çok yakışan bir bar olmuş iç dizaynını çok güzel yapmışlar ama kış aylarında biraz soğuk olma problemi var :,kış aylarında,AMBIENCE#GENERAL,negative
( 4 tarafı cam olduğu için yeterince ısıtamıyorlar.,,AMBIENCE#GENERAL,negative
Yılbaşı için 100 liraya sınırsız yabancı alkollü bir etkinlikleri olması da çok güzel :,yabancı alkollü,DRINKS#STYLE_OPTIONS,positive
Hamburgerini pek beğenmedim ama diğer yemekleri lezzetli olabilir belki.,yemekleri,FOOD#QUALITY,positive
Hamburgerini pek beğenmedim ama diğer yemekleri lezzetli olabilir belki.,Hamburgerini,FOOD#QUALITY,negative
Sürekli kalabalık olan bir mekan.,mekan,AMBIENCE#GENERAL,negative
Kadıköydeki gözde mekanlardan biri,mekanlardan,RESTAURANT#GENERAL,positive
Çay denilince akla ilk gelen yer:,yer,RESTAURANT#GENERAL,positive
)) 60'a yakın çeşitte çaydan birini mutlaka seviceksiniz:,çaydan,DRINKS#STYLE_OPTIONS,positive
) ben karamel aramalı çayı çok sevdim adını hatırlamasamda siz içinde karamel var dediğinizde tek gelicek o olucaktır:,karamel aramalı çayı,DRINKS#QUALITY,positive
)) mekan inanılmaz keyifli içerdeki koltuklardan kalkmak istemiyor insan:,mekan,AMBIENCE#GENERAL,positive
Kesinlikle verdiğim puanı hakeden bir mekan.,mekan,RESTAURANT#GENERAL,positive
Küçük şirin bir konsepte sahip.,konsepte,AMBIENCE#GENERAL,positive
Pizza Fagotto favori lezzetim ve daha iyisini yiyene kadar benim için en iyi pizza bu.,Pizza Fagotto,FOOD#QUALITY,positive
Düsen kalite - Eskiden ne çok severdim patlicanli güveç kebabini...,kalite,RESTAURANT#GENERAL,negative
Yakinlarda gittim servis berbat.,servis,SERVICE#GENERAL,negative
"Fiyat yüksek, kart geçmiyor...",Fiyat,RESTAURANT#PRICES,negative
Yine de sorbe dondurmasi güzeldir.,sorbe dondurmasi,FOOD#QUALITY,positive
Kısıklı'ya yakın olan mekanın Şatobiryan isimli etini deneyin.,Şatobiryan isimli etini,FOOD#QUALITY,positive
Özel bir sunumla masanıza geliyor.,sunumla,FOOD#STYLE_OPTIONS,positive
Bir de mantar çanakları denenebilir.,mantar çanakları,FOOD#QUALITY,positive
"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun.",yiyecekleri,FOOD#STYLE_OPTIONS,positive
"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun.",lezzetler,FOOD#QUALITY,positive
"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun.",manzara,AMBIENCE#GENERAL,positive
"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun.",fiyatlari,FOOD#PRICES,positive
Halka açik olmasi ise son derece güzel.,Halka açik olmasi,RESTAURANT#GENERAL,positive
Çok kalabalik olusu ve yer bulamamak sikinti olsa da gidilmesi gereken yerlerden biri.,yerlerden,RESTAURANT#GENERAL,positive
Çok kalabalik olusu ve yer bulamamak sikinti olsa da gidilmesi gereken yerlerden biri.,yer bulamamak,AMBIENCE#GENERAL,negative
Hisarustu'ndeki en genis mekan olmasina ragmen ferah bir yer degil.,yer,AMBIENCE#GENERAL,negative
"Kalabalik gruplar icin uygun, bu acidan buyuk avantaj sagliyor.",,AMBIENCE#GENERAL,positive
Belli bir saate kadar bistro seklinde olusu da guzel.,bistro seklinde olusu,RESTAURANT#GENERAL,positive
Yazin camekan olmasi hos ancak kisin donmustuk.,camekan olmasi,AMBIENCE#GENERAL,positive
Yazin camekan olmasi hos ancak kisin donmustuk.,,AMBIENCE#GENERAL,negative
Ilk kez kıs gecirmesinden midir bilmem ama su da akiyordu tepemizden.,,AMBIENCE#GENERAL,negative
"Kendi biralarindan denenmeli, guzel biralar vardi.",biralar,DRINKS#QUALITY,positive
Isterseniz denemek icin farkli biralardan kucuk bardaklarda alabiliyorsunuz.,biralardan,DRINKS#STYLE_OPTIONS,positive
"Keyifli bir ortam ve cok da kalabalik degildi, tavsiye edilir",ortam,AMBIENCE#GENERAL,positive
"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",Alkol,DRINKS#STYLE_OPTIONS,positive
"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",barmeni,SERVICE#GENERAL,positive
"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",müşteri profili,AMBIENCE#GENERAL,positive
"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",dekorasyonu,AMBIENCE#GENERAL,positive
"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",yemekleri,FOOD#QUALITY,positive
"Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum.",Çalışanların,SERVICE#GENERAL,positive
"Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum.",sahibinin,SERVICE#GENERAL,positive
"Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum.",işletmecinin,SERVICE#GENERAL,positive
Her daim gidilebilecek bir mekan.,mekan,RESTAURANT#GENERAL,positive
Kadıköy'ün kemik mekanı.,mekanı,RESTAURANT#GENERAL,positive
Hep klasik kaliteyi bulabilmeniz mümkün.,kaliteyi,RESTAURANT#GENERAL,positive
Hafta sonu kahvaltısı için de gönül rahatlığıyla tercih edebileceğiniz bir mekan,Hafta sonu kahvaltısı,FOOD#QUALITY,positive
Ramazan ayında gitme fırsatı buldum yeşillik içinde hoş ve düzgün bir mekan.,mekan,AMBIENCE#GENERAL,positive
İftar öncesi ve sonrasında güzel müzik ziyafeti sundular.,müzik,AMBIENCE#GENERAL,positive
Esas konumuz olan yemeklere gelince çok pozitif olamaycağım.,yemeklere,FOOD#QUALITY,negative
ben aynı fiyatlara çok daha lezzetli yemekler yiyorum bu şehirde.,yemekler,FOOD#QUALITY,negative
Mekanı bilmeyeniniz yoktur.,Mekanı,RESTAURANT#GENERAL,neutral
